sku,nombre,id,archivo
100212,BILLETERA_MILO,39239,100212_BILLETERA_MILO_39239.jpg
100213,BILLETERA_OSADIA,19083,100213_BILLETERA_OSADIA_19083.jpg
100214,BILLETERA_OSADIA,19084,100214_BILLETERA_OSADIA_19084.jpg
100215,BILLETERA_OSADIA,19085,100215_BILLETERA_OSADIA_19085.jpg
100216,BILLETERA_OSADIA,19086,100216_BILLETERA_OSADIA_19086.jpg
100217,BILLETERA_OSADIA,19087,100217_BILLETERA_OSADIA_19087.jpg
100218,BILLETERA_OSADIA,19090,100218_BILLETERA_OSADIA_19090.jpg
100219,BILLETERA_OSADIA,19096,100219_BILLETERA_OSADIA_19096.jpg
100220,BILLETERA_OSADIA,19097,100220_BILLETERA_OSADIA_19097.jpg
100221,BILLETERA_OSADIA,19098,100221_BILLETERA_OSADIA_19098.jpg
100222,BILLETERA_OSADIA,19100,100222_BILLETERA_OSADIA_19100.jpg
100223,BILLETERA_OSADIA,19101,100223_BILLETERA_OSADIA_19101.jpg
100224,BILLETERA_OSADIA,19102,100224_BILLETERA_OSADIA_19102.jpg
100225,BILLETERA_PENY,19106,100225_BILLETERA_PENY_19106.jpg
100226,BILLETERA_PENY,19115,100226_BILLETERA_PENY_19115.jpg
100227,BILLETERA_PENY,19116,100227_BILLETERA_PENY_19116.jpg
100228,BILLETERA_PENY,19117,100228_BILLETERA_PENY_19117.jpg
100229,BILLETERA_PENY,19118,100229_BILLETERA_PENY_19118.jpg
100230,BILLETERA_PENY,19119,100230_BILLETERA_PENY_19119.jpg
100231,BILLETERA_PENY,19120,100231_BILLETERA_PENY_19120.jpg
100232,BOINA_CLYDE,21947,100232_BOINA_CLYDE_21947.jpg
100233,BOINA_CLYDE,21948,100233_BOINA_CLYDE_21948.jpg
100234,BOINA_CLYDE,21949,100234_BOINA_CLYDE_21949.jpg
100235,BOINA_CLYDE,21950,100235_BOINA_CLYDE_21950.jpg
100236,BOINA_CLYDE,21951,100236_BOINA_CLYDE_21951.jpg
100237,BOINA_CLYDE,21952,100237_BOINA_CLYDE_21952.jpg
100238,BOINA_CLYDE,21953,100238_BOINA_CLYDE_21953.jpg
100239,BOINA_CLYDE,21954,100239_BOINA_CLYDE_21954.jpg
100240,BOINA_CLYDE,21955,100240_BOINA_CLYDE_21955.jpg
100241,BOLSO_ENRICO,20559,100241_BOLSO_ENRICO_20559.jpg
100242,BOLSO_ENRICO,20560,100242_BOLSO_ENRICO_20560.jpg
100243,BOLSO_LIHUEN,20561,100243_BOLSO_LIHUEN_20561.jpg
100244,BOLSO_LIHUEN,20563,100244_BOLSO_LIHUEN_20563.jpg
100245,BOLSO_LIHUEN,20564,100245_BOLSO_LIHUEN_20564.jpg
100246,BOLSO_LIHUEN,20565,100246_BOLSO_LIHUEN_20565.jpg
